,session,text,audio,speaker_id
113,F01-Session1-arrayMic-0134,YES,/content/downloads/Torgo/F01/Session1/wav_arrayMic/0134.wav,F01
114,F01-Session1-headMic-0006,STICK,/content/downloads/Torgo/F01/Session1/wav_headMic/0006.wav,F01
115,F01-Session1-headMic-0008,EXCEPT IN THE WINTER WHEN THE OOZE OR SNOW OR ICE PREVENTS,/content/downloads/Torgo/F01/Session1/wav_headMic/0008.wav,F01
116,F01-Session1-headMic-0009,PAT,/content/downloads/Torgo/F01/Session1/wav_headMic/0009.wav,F01
117,F01-Session1-headMic-0010,UP,/content/downloads/Torgo/F01/Session1/wav_headMic/0010.wav,F01
118,F01-Session1-headMic-0011,MEAT,/content/downloads/Torgo/F01/Session1/wav_headMic/0011.wav,F01
119,F01-Session1-headMic-0012,MEAT,/content/downloads/Torgo/F01/Session1/wav_headMic/0012.wav,F01
120,F01-Session1-headMic-0013,KNOW,/content/downloads/Torgo/F01/Session1/wav_headMic/0013.wav,F01
121,F01-Session1-headMic-0014,HE SLOWLY TAKES A SHORT WALK IN THE OPEN AIR EACH DAY,/content/downloads/Torgo/F01/Session1/wav_headMic/0014.wav,F01
122,F01-Session1-headMic-0015,AIR,/content/downloads/Torgo/F01/Session1/wav_headMic/0015.wav,F01
123,F01-Session1-headMic-0016,SWARM,/content/downloads/Torgo/F01/Session1/wav_headMic/0016.wav,F01
124,F01-Session1-headMic-0017,DOUBLE,/content/downloads/Torgo/F01/Session1/wav_headMic/0017.wav,F01
125,F01-Session1-headMic-0018,NO,/content/downloads/Torgo/F01/Session1/wav_headMic/0018.wav,F01
126,F01-Session1-headMic-0019,STORM,/content/downloads/Torgo/F01/Session1/wav_headMic/0019.wav,F01
127,F01-Session1-headMic-0020,USUALLY MINUS SEVERAL BUTTONS,/content/downloads/Torgo/F01/Session1/wav_headMic/0020.wav,F01
128,F01-Session1-headMic-0021,DUG,/content/downloads/Torgo/F01/Session1/wav_headMic/0021.wav,F01
129,F01-Session1-headMic-0022,YOU WISHED TO KNOW ALL ABOUT MY GRANDFATHER,/content/downloads/Torgo/F01/Session1/wav_headMic/0022.wav,F01
130,F01-Session1-headMic-0024,KNEE,/content/downloads/Torgo/F01/Session1/wav_headMic/0024.wav,F01
131,F01-Session1-headMic-0025,FEET,/content/downloads/Torgo/F01/Session1/wav_headMic/0025.wav,F01
132,F01-Session1-headMic-0026,TRAIN,/content/downloads/Torgo/F01/Session1/wav_headMic/0026.wav,F01
133,F01-Session1-headMic-0027,BUT HE ALWAYS ANSWERS BANANA OIL,/content/downloads/Torgo/F01/Session1/wav_headMic/0027.wav,F01
134,F01-Session1-headMic-0028,BUT HE ALWAYS ANSWERS BANANA OIL,/content/downloads/Torgo/F01/Session1/wav_headMic/0028.wav,F01
135,F01-Session1-headMic-0029,BEAT,/content/downloads/Torgo/F01/Session1/wav_headMic/0029.wav,F01
136,F01-Session1-headMic-0030,THE QUICK BROWN FOX JUMPS OVER THE LAZY DOG,/content/downloads/Torgo/F01/Session1/wav_headMic/0030.wav,F01
137,F01-Session1-headMic-0031,THE QUICK BROWN FOX JUMPS OVER THE LAZY DOG,/content/downloads/Torgo/F01/Session1/wav_headMic/0031.wav,F01
138,F01-Session1-headMic-0032,SHE HAD YOUR DARK SUIT IN GREASY WASH WATER ALL YEAR,/content/downloads/Torgo/F01/Session1/wav_headMic/0032.wav,F01
139,F01-Session1-headMic-0033,CAR,/content/downloads/Torgo/F01/Session1/wav_headMic/0033.wav,F01
140,F01-Session1-headMic-0034,FEET,/content/downloads/Torgo/F01/Session1/wav_headMic/0034.wav,F01
141,F01-Session1-headMic-0035,GIVING THOSE WHO OBSERVE HIM A PRONOUNCED FEELING OF THE UTMOST RESPECT,/content/downloads/Torgo/F01/Session1/wav_headMic/0035.wav,F01
142,F01-Session1-headMic-0036,WE HAVE OFTEN URGED HIM TO WALK MORE AND SMOKE LESS,/content/downloads/Torgo/F01/Session1/wav_headMic/0036.wav,F01
143,F01-Session1-headMic-0037,RAKE,/content/downloads/Torgo/F01/Session1/wav_headMic/0037.wav,F01
144,F01-Session1-headMic-0039,SWORE,/content/downloads/Torgo/F01/Session1/wav_headMic/0039.wav,F01
145,F01-Session1-headMic-0040,RAVE,/content/downloads/Torgo/F01/Session1/wav_headMic/0040.wav,F01
146,F01-Session1-headMic-0041,RAVE,/content/downloads/Torgo/F01/Session1/wav_headMic/0041.wav,F01
147,F01-Session1-headMic-0042,FOR,/content/downloads/Torgo/F01/Session1/wav_headMic/0042.wav,F01
148,F01-Session1-headMic-0043,SIP,/content/downloads/Torgo/F01/Session1/wav_headMic/0043.wav,F01
149,F01-Session1-headMic-0044,GROW,/content/downloads/Torgo/F01/Session1/wav_headMic/0044.wav,F01
150,F01-Session1-headMic-0045,BIT,/content/downloads/Torgo/F01/Session1/wav_headMic/0045.wav,F01
151,F01-Session1-headMic-0046,CHAIR,/content/downloads/Torgo/F01/Session1/wav_headMic/0046.wav,F01
152,F01-Session1-headMic-0047,ONE,/content/downloads/Torgo/F01/Session1/wav_headMic/0047.wav,F01
153,F01-Session1-headMic-0048,FAIR,/content/downloads/Torgo/F01/Session1/wav_headMic/0048.wav,F01
154,F01-Session1-headMic-0049,TWO,/content/downloads/Torgo/F01/Session1/wav_headMic/0049.wav,F01
155,F01-Session1-headMic-0050,BETA,/content/downloads/Torgo/F01/Session1/wav_headMic/0050.wav,F01
156,F01-Session1-headMic-0051,RAGE,/content/downloads/Torgo/F01/Session1/wav_headMic/0051.wav,F01
157,F01-Session1-headMic-0052,SPARK,/content/downloads/Torgo/F01/Session1/wav_headMic/0052.wav,F01
158,F01-Session1-headMic-0053,SWARM,/content/downloads/Torgo/F01/Session1/wav_headMic/0053.wav,F01
159,F01-Session1-headMic-0054,BEAT,/content/downloads/Torgo/F01/Session1/wav_headMic/0054.wav,F01
160,F01-Session1-headMic-0057,RACE,/content/downloads/Torgo/F01/Session1/wav_headMic/0057.wav,F01
161,F01-Session1-headMic-0058,THE,/content/downloads/Torgo/F01/Session1/wav_headMic/0058.wav,F01
162,F01-Session1-headMic-0059,THE,/content/downloads/Torgo/F01/Session1/wav_headMic/0059.wav,F01
163,F01-Session1-headMic-0060,FORM,/content/downloads/Torgo/F01/Session1/wav_headMic/0060.wav,F01
164,F01-Session1-headMic-0061,DARK,/content/downloads/Torgo/F01/Session1/wav_headMic/0061.wav,F01
165,F01-Session1-headMic-0062,SIP,/content/downloads/Torgo/F01/Session1/wav_headMic/0062.wav,F01
166,F01-Session1-headMic-0063,FARM,/content/downloads/Torgo/F01/Session1/wav_headMic/0063.wav,F01
167,F01-Session1-headMic-0064,RAID,/content/downloads/Torgo/F01/Session1/wav_headMic/0064.wav,F01
168,F01-Session1-headMic-0065,FEE,/content/downloads/Torgo/F01/Session1/wav_headMic/0065.wav,F01
169,F01-Session1-headMic-0066,WEED,/content/downloads/Torgo/F01/Session1/wav_headMic/0066.wav,F01
170,F01-Session1-headMic-0069,BAT,/content/downloads/Torgo/F01/Session1/wav_headMic/0069.wav,F01
171,F01-Session1-headMic-0070,HORN,/content/downloads/Torgo/F01/Session1/wav_headMic/0070.wav,F01
172,F01-Session1-headMic-0071,JAGGED,/content/downloads/Torgo/F01/Session1/wav_headMic/0071.wav,F01
173,F01-Session1-headMic-0072,SHEET,/content/downloads/Torgo/F01/Session1/wav_headMic/0072.wav,F01
174,F01-Session1-headMic-0073,CHAIR,/content/downloads/Torgo/F01/Session1/wav_headMic/0073.wav,F01
175,F01-Session1-headMic-0074,BUBBLE,/content/downloads/Torgo/F01/Session1/wav_headMic/0074.wav,F01
176,F01-Session1-headMic-0075,WARM,/content/downloads/Torgo/F01/Session1/wav_headMic/0075.wav,F01
177,F01-Session1-headMic-0076,SHIP,/content/downloads/Torgo/F01/Session1/wav_headMic/0076.wav,F01
178,F01-Session1-headMic-0079,AIR,/content/downloads/Torgo/F01/Session1/wav_headMic/0079.wav,F01
179,F01-Session1-headMic-0080,HAIR,/content/downloads/Torgo/F01/Session1/wav_headMic/0080.wav,F01
180,F01-Session1-headMic-0081,SHARE,/content/downloads/Torgo/F01/Session1/wav_headMic/0081.wav,F01
181,F01-Session1-headMic-0082,RATE,/content/downloads/Torgo/F01/Session1/wav_headMic/0082.wav,F01
182,F01-Session1-headMic-0083,GOAT,/content/downloads/Torgo/F01/Session1/wav_headMic/0083.wav,F01
183,F01-Session1-headMic-0084,TRACE,/content/downloads/Torgo/F01/Session1/wav_headMic/0084.wav,F01
184,F01-Session1-headMic-0085,SIP,/content/downloads/Torgo/F01/Session1/wav_headMic/0085.wav,F01
185,F01-Session1-headMic-0086,GO,/content/downloads/Torgo/F01/Session1/wav_headMic/0086.wav,F01
186,F01-Session1-headMic-0087,ALPHA,/content/downloads/Torgo/F01/Session1/wav_headMic/0087.wav,F01
187,F01-Session1-headMic-0088,LEFT,/content/downloads/Torgo/F01/Session1/wav_headMic/0088.wav,F01
188,F01-Session1-headMic-0089,STICKS,/content/downloads/Torgo/F01/Session1/wav_headMic/0089.wav,F01
189,F01-Session1-headMic-0090,TROUBLE,/content/downloads/Torgo/F01/Session1/wav_headMic/0090.wav,F01
190,F01-Session1-headMic-0091,DAGGER,/content/downloads/Torgo/F01/Session1/wav_headMic/0091.wav,F01
191,F01-Session1-headMic-0093,A LONG FLOWING BEARD CLINGS TO HIS CHIN,/content/downloads/Torgo/F01/Session1/wav_headMic/0093.wav,F01
192,F01-Session1-headMic-0094,SLIP,/content/downloads/Torgo/F01/Session1/wav_headMic/0094.wav,F01
193,F01-Session1-headMic-0095,GLOW,/content/downloads/Torgo/F01/Session1/wav_headMic/0095.wav,F01
194,F01-Session1-headMic-0097,TRADE,/content/downloads/Torgo/F01/Session1/wav_headMic/0097.wav,F01
195,F01-Session1-headMic-0098,RANGE,/content/downloads/Torgo/F01/Session1/wav_headMic/0098.wav,F01
196,F01-Session1-headMic-0099,STUBBLE,/content/downloads/Torgo/F01/Session1/wav_headMic/0099.wav,F01
197,F01-Session1-headMic-0100,FLOOR,/content/downloads/Torgo/F01/Session1/wav_headMic/0100.wav,F01
198,F01-Session1-headMic-0101,BUG,/content/downloads/Torgo/F01/Session1/wav_headMic/0101.wav,F01
199,F01-Session1-headMic-0102,BUG,/content/downloads/Torgo/F01/Session1/wav_headMic/0102.wav,F01
200,F01-Session1-headMic-0104,YET HE STILL THINKS AS SWIFTLY AS EVER,/content/downloads/Torgo/F01/Session1/wav_headMic/0104.wav,F01
201,F01-Session1-headMic-0105,YET HE STILL THINKS AS SWIFTLY AS EVER,/content/downloads/Torgo/F01/Session1/wav_headMic/0105.wav,F01
202,F01-Session1-headMic-0106,YET HE STILL THINKS AS SWIFTLY AS EVER,/content/downloads/Torgo/F01/Session1/wav_headMic/0106.wav,F01
203,F01-Session1-headMic-0108,JACKET,/content/downloads/Torgo/F01/Session1/wav_headMic/0108.wav,F01
204,F01-Session1-headMic-0109,BORN,/content/downloads/Torgo/F01/Session1/wav_headMic/0109.wav,F01
205,F01-Session1-headMic-0110,WARM,/content/downloads/Torgo/F01/Session1/wav_headMic/0110.wav,F01
206,F01-Session1-headMic-0111,CORN,/content/downloads/Torgo/F01/Session1/wav_headMic/0111.wav,F01
207,F01-Session1-headMic-0112,RIGHT,/content/downloads/Torgo/F01/Session1/wav_headMic/0112.wav,F01
208,F01-Session1-headMic-0113,KNEW,/content/downloads/Torgo/F01/Session1/wav_headMic/0113.wav,F01
209,F01-Session1-headMic-0114,WELL HE IS NEARLY NINETY THREE YEARS OLD,/content/downloads/Torgo/F01/Session1/wav_headMic/0114.wav,F01
210,F01-Session1-headMic-0115,FEED,/content/downloads/Torgo/F01/Session1/wav_headMic/0115.wav,F01
211,F01-Session1-headMic-0116,TWICE EACH DAY HE PLAYS SKILLFULLY AND WITH ZEST UPON OUR SMALL ORGAN,/content/downloads/Torgo/F01/Session1/wav_headMic/0116.wav,F01
212,F01-Session1-headMic-0117,FEED,/content/downloads/Torgo/F01/Session1/wav_headMic/0117.wav,F01
213,F01-Session1-headMic-0118,KNEW,/content/downloads/Torgo/F01/Session1/wav_headMic/0118.wav,F01
214,F01-Session1-headMic-0119,RAIN,/content/downloads/Torgo/F01/Session1/wav_headMic/0119.wav,F01
215,F01-Session1-headMic-0121,PARK,/content/downloads/Torgo/F01/Session1/wav_headMic/0121.wav,F01
216,F01-Session1-headMic-0122,TIP,/content/downloads/Torgo/F01/Session1/wav_headMic/0122.wav,F01
217,F01-Session1-headMic-0123,DOWN,/content/downloads/Torgo/F01/Session1/wav_headMic/0123.wav,F01
218,F01-Session1-headMic-0124,GADGET,/content/downloads/Torgo/F01/Session1/wav_headMic/0124.wav,F01
219,F01-Session1-headMic-0125,STORE,/content/downloads/Torgo/F01/Session1/wav_headMic/0125.wav,F01
220,F01-Session1-headMic-0126,HE DRESSES HIMSELF IN AN ANCIENT BLACK FROCK COAT,/content/downloads/Torgo/F01/Session1/wav_headMic/0126.wav,F01
221,F01-Session1-headMic-0128,STORM,/content/downloads/Torgo/F01/Session1/wav_headMic/0128.wav,F01
222,F01-Session1-headMic-0129,STORM,/content/downloads/Torgo/F01/Session1/wav_headMic/0129.wav,F01
